evidence_type,exact_anchor_coverage,fiscal_quarter,fiscal_year,keep_external,local_fq_status,local_fy_status,local_sequence_status,original_request,priority,remaining_external_requirement,removal_reason,research_task_id,structural_boundary_status,ticker
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2023,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2023 Q1. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",P2_LATEST4Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-2-0152,NO_STRUCTURAL_BOUNDARY,HOLO
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2023,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2023 Q1. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",P2_LATEST4Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-2-0209,NO_STRUCTURAL_BOUNDARY,MLGO
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q2,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q2. Verify first-public result publication date, missing quarter existence/source evidence. Do not research other fields.",P2_LATEST4Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-2-0225,NO_STRUCTURAL_BOUNDARY,NEGG
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify first-public result publication date, missing quarter existence/source evidence. Do not research other fields.",P2_LATEST4Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-2-0360,NO_STRUCTURAL_BOUNDARY,VSTD
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,Research official issuer sources for FY2025 Q3. Verify missing quarter existence/source evidence. Do not research other fields.,P2_LATEST4Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-2-0239,NO_STRUCTURAL_BOUNDARY,NVRI
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q4,2022,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2022 Q4. Verify Capex required to derive FCF, Cash, EBIT, FCF, first-public result publication date, missing quarter existence/source evidence, OCF required to derive FCF, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-1573,NO_STRUCTURAL_BOUNDARY,LION
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q4,2021,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2021 Q4. Verify Capex required to derive FCF, Cash, EBIT, FCF, first-public result publication date, missing quarter existence/source evidence, OCF required to derive FCF, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-2420,NO_STRUCTURAL_BOUNDARY,SHOP
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q1,2022,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2022 Q1. Verify Capex required to derive FCF, Cash, EBIT, FCF, first-public result publication date, lineage/source ownership evidence, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,SOURCE_SEMANTICS_ALREADY_RESOLVED,P8H-3-2690,NO_STRUCTURAL_BOUNDARY,TRUG
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2023,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2023 Q3. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, missing quarter existence/source evidence, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0184,NO_STRUCTURAL_BOUNDARY,AMOD
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, lineage/source ownership evidence, OCF required to derive FCF, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,SOURCE_SEMANTICS_ALREADY_RESOLVED,P8H-3-2391,NO_STRUCTURAL_BOUNDARY,SEGG
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q1,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, lineage/source ownership evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,SOURCE_SEMANTICS_ALREADY_RESOLVED,P8H-3-0320,NO_STRUCTURAL_BOUNDARY,AVBP
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, lineage/source ownership evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,SOURCE_SEMANTICS_ALREADY_RESOLVED,P8H-3-0321,NO_STRUCTURAL_BOUNDARY,AVBP
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, lineage/source ownership evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,SOURCE_SEMANTICS_ALREADY_RESOLVED,P8H-3-0322,NO_STRUCTURAL_BOUNDARY,AVBP
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q2,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, missing quarter existence/source evidence, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0367,NO_STRUCTURAL_BOUNDARY,BBOT
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2023,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2023 Q3. Verify Capex required to derive FCF, FCF, first-public result publication date, missing quarter existence/source evidence, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0488,NO_STRUCTURAL_BOUNDARY,BZAI
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q2,2023,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2023 Q2. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, missing quarter existence/source evidence, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-1743,NO_STRUCTURAL_BOUNDARY,MNR
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, first-public result publication date, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-1820,NO_STRUCTURAL_BOUNDARY,NB
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, Cash, EBIT, FCF, first-public result publication date, lineage/source ownership evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,SOURCE_SEMANTICS_ALREADY_RESOLVED,P8H-3-1863,NO_STRUCTURAL_BOUNDARY,NLOP
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-2127,NO_STRUCTURAL_BOUNDARY,PPCB
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-2206,NO_STRUCTURAL_BOUNDARY,QNRX
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, lineage/source ownership evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,SOURCE_SEMANTICS_ALREADY_RESOLVED,P8H-3-2383,NO_STRUCTURAL_BOUNDARY,SDST
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q4,2023,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2023 Q4. Verify Capex required to derive FCF, Cash, EBIT, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-2626,NO_STRUCTURAL_BOUNDARY,TELO
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0185,NO_STRUCTURAL_BOUNDARY,AMOD
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0398,NO_STRUCTURAL_BOUNDARY,BGMS
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, OCF required to derive FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0684,NO_STRUCTURAL_BOUNDARY,CORZ
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, first-public result publication date, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0833,NO_STRUCTURAL_BOUNDARY,DHC
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-1223,NO_STRUCTURAL_BOUNDARY,GXAI
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, EBIT, FCF, first-public result publication date, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-1380,NO_STRUCTURAL_BOUNDARY,INM
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-1480,NO_STRUCTURAL_BOUNDARY,KODK
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-1703,NO_STRUCTURAL_BOUNDARY,MFA
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-1760,NO_STRUCTURAL_BOUNDARY,MPC
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q1,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, lineage/source ownership evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,SOURCE_SEMANTICS_ALREADY_RESOLVED,P8H-3-1841,NO_STRUCTURAL_BOUNDARY,NEUP
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, first-public result publication date, lineage/source ownership evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,SOURCE_SEMANTICS_ALREADY_RESOLVED,P8H-3-1864,NO_STRUCTURAL_BOUNDARY,NLOP
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Cash, EBIT, FCF, missing quarter existence/source evidence, OCF required to derive FCF, Revenue, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-2018,NO_STRUCTURAL_BOUNDARY,OSS
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify EBIT, FCF, missing quarter existence/source evidence, OCF required to derive FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-2141,NO_STRUCTURAL_BOUNDARY,PRG
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q2,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-2159,NO_STRUCTURAL_BOUNDARY,PROP
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-2323,NO_STRUCTURAL_BOUNDARY,RPT
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-2531,NO_STRUCTURAL_BOUNDARY,SRI
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, Cash, EBIT, FCF, missing quarter existence/source evidence, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-2541,NO_STRUCTURAL_BOUNDARY,SSRM
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0052,NO_STRUCTURAL_BOUNDARY,ACXP
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q1,2025,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0059,NO_STRUCTURAL_BOUNDARY,ADAM
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q2,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0114,NO_STRUCTURAL_BOUNDARY,AIFF
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0225,NO_STRUCTURAL_BOUNDARY,ANTX
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0243,NO_STRUCTURAL_BOUNDARY,APVO
